RaceNo,WPM,Accuracy,Points,Date,Rank,Racers
9456,100,98.0,113,2021-04-20,1,4
9457,94,95.0,66,2021-04-20,2,5
9458,113,98.3,64,2021-04-20,1,4
9459,90,97.0,71,2021-04-20,2,4
9460,111,98.2,82,2021-04-20,1,5
9461,104,97.6,107,2021-04-20,3,4
9462,71,94.4,41,2021-04-20,1,5
9463,96,97.1,113,2021-04-20,3,5
9464,90,95.5,72,2021-04-23,1,5
9465,84,96.0,111,2021-04-23,2,4
9466,94,97.5,105,2021-04-23,2,5
9467,104,98.3,57,2021-04-23,1,5
9468,98,97.5,109,2021-04-24,3,5
9469,83,95.2,54,2021-04-24,3,5
9470,82,95.0,53,2021-04-25,3,5
9471,94,95.6,82,2021-04-25,1,5
9472,105,98.2,88,2021-04-25,4,5
9473,89,95.6,66,2021-04-25,4,5
9474,90,96.3,61,2021-04-25,2,5
9475,106,98.6,76,2021-04-25,1,5
9476,93,96.9,106,2021-04-25,1,4
9477,83,96.9,65,2021-04-25,2,5
9478,92,98.0,86,2021-04-25,3,5
9479,92,98.7,58,2021-04-25,1,5
9480,108,99.0,104,2021-04-25,1,5
9481,87,96.4,56,2021-04-25,1,4
9482,96,98.0,80,2021-04-25,2,5
9483,95,97.6,55,2021-04-25,2,5
9484,93,97.3,47,2021-04-25,1,5
9485,104,98.1,85,2021-04-26,1,5
9486,91,97.4,158,2021-04-26,2,5
9487,109,98.5,84,2021-04-26,1,5
9488,78,96.1,47,2021-04-26,4,5
9489,97,97.3,52,2021-04-26,2,5
9490,84,95.6,95,2021-04-26,1,4
9491,101,98.0,104,2021-04-26,1,5
9492,94,97.3,95,2021-04-26,4,5
9493,93,97.2,68,2021-04-26,2,5
9494,107,98.5,112,2021-04-26,1,5
9495,92,97.3,74,2021-04-26,2,5
9496,92,97.0,85,2021-04-26,4,5
9497,101,97.8,87,2021-04-26,1,5
9498,93,98.5,70,2021-04-26,1,5
9499,95,97.1,87,2021-04-26,3,5
9500,98,97.7,105,2021-04-26,1,5
9501,85,96.4,58,2021-04-26,3,4
9502,97,98.3,58,2021-04-26,1,5
9503,85,96.6,73,2021-04-26,2,5
9504,108,98.7,128,2021-04-26,1,5
9505,95,97.2,76,2021-04-26,1,5
9506,98,97.5,82,2021-04-26,3,4
9507,130,99.1,46,2021-04-26,1,5
9508,100,97.8,149,2021-04-26,2,4
9509,99,98.2,89,2021-04-26,5,5
9510,103,97.3,77,2021-04-26,1,5
9511,94,96.6,64,2021-04-26,2,4
9512,87,97.3,79,2021-04-26,2,5
9513,91,96.5,99,2021-04-26,2,4
9514,89,96.1,72,2021-04-26,3,5
9515,92,97.2,124,2021-04-26,2,5
9516,88,96.1,74,2021-04-26,2,5
9517,106,99.0,100,2021-04-26,1,5
9518,102,97.8,81,2021-04-26,2,5
9519,94,97.7,101,2021-04-26,1,5
9520,114,99.0,59,2021-04-26,1,4
9521,102,98.2,131,2021-04-26,2,5
9522,98,97.7,62,2021-04-26,2,5
9523,93,97.1,153,2021-04-26,4,5
9524,90,97.1,75,2021-04-26,3,5
9525,115,99.5,67,2021-04-26,2,5
9526,100,97.4,61,2021-04-26,3,4
9527,105,98.4,98,2021-04-26,2,4
9528,104,98.9,56,2021-04-26,1,5
9529,112,99.2,88,2021-04-26,1,5
9530,106,98.4,77,2021-04-26,3,5
9531,92,97.5,140,2021-04-26,2,5
9532,94,97.3,44,2021-04-26,4,5
9533,101,97.5,77,2021-04-26,2,5
9534,87,97.6,61,2021-04-26,2,5
9535,116,99.6,103,2021-04-26,3,5
9536,100,99.3,55,2021-04-26,2,5
9537,90,97.1,111,2021-04-26,3,5
9538,103,97.1,98,2021-04-26,2,5
9539,102,98.1,137,2021-04-26,2,5
9540,105,98.4,82,2021-04-26,3,5
9541,98,95.9,95,2021-04-26,1,5
9542,103,97.5,129,2021-04-26,1,4
9543,99,96.9,67,2021-04-26,2,5
9544,87,97.7,62,2021-04-26,4,5
9545,100,97.8,121,2021-04-26,2,3
9546,97,97.5,102,2021-04-26,4,5
9547,97,97.3,116,2021-04-26,1,3
9548,79,96.6,50,2021-04-26,2,5
9549,95,97.0,68,2021-04-26,3,4
9550,97,97.9,81,2021-04-26,1,5
9551,89,97.3,63,2021-04-26,5,5
9552,89,97.6,59,2021-04-26,1,5
9553,92,96.9,49,2021-04-26,2,5
9554,83,96.0,82,2021-04-26,2,5
9555,100,97.5,126,2021-04-26,3,4
9556,114,98.8,59,2021-04-26,1,5
9557,94,97.0,168,2021-04-26,1,4
9558,118,99.0,80,2021-04-26,1,5
9559,104,97.6,66,2021-04-26,3,5
9560,91,95.8,95,2021-04-26,4,5
9561,87,96.0,90,2021-04-26,2,5
9562,100,97.5,67,2021-04-28,1,5
9563,99,97.5,43,2021-04-28,1,4
9564,108,98.5,67,2021-04-28,2,5
9565,97,97.2,82,2021-04-28,2,5
9566,105,97.8,123,2021-04-28,1,5
9567,92,97.5,84,2021-04-28,3,4
9568,100,97.6,74,2021-04-28,3,5
9569,107,99.2,73,2021-04-28,1,5
9570,118,99.6,98,2021-04-28,1,5
9571,101,97.8,69,2021-04-28,2,5
9572,91,95.7,47,2021-04-28,3,5
9573,99,97.9,131,2021-04-28,1,5
9574,103,97.6,80,2021-04-28,2,5
9575,110,99.5,72,2021-04-28,1,5
9576,90,97.0,69,2021-04-30,3,5
9577,96,97.4,74,2021-04-30,3,5
9578,90,96.5,73,2021-04-30,2,5
9579,90,97.9,105,2021-04-30,2,5
9580,83,96.2,83,2021-04-30,1,4
9581,100,98.1,85,2021-05-01,3,5
9582,96,97.9,55,2021-05-01,3,5
9583,97,97.2,55,2021-05-01,4,5
9584,92,96.5,55,2021-05-01,2,5
9585,89,97.4,88,2021-05-01,2,4
9586,96,97.3,67,2021-05-01,2,5
9587,101,98.0,66,2021-05-01,2,5
9588,92,97.0,86,2021-05-01,3,5
9589,88,96.3,112,2021-05-01,2,5
9590,94,97.4,64,2021-05-01,3,5
9591,95,98.0,70,2021-05-01,2,5
9592,97,97.7,63,2021-05-01,1,5
9593,87,96.0,83,2021-05-01,3,4
9594,92,97.1,129,2021-05-01,1,5
9595,80,94.0,71,2021-05-01,3,4
9596,102,97.4,72,2021-05-01,1,5
9597,94,97.4,49,2021-05-01,4,5
9598,84,96.3,79,2021-05-01,3,5
9599,93,97.0,68,2021-05-01,5,5
9600,97,97.4,142,2021-05-01,3,5
9601,101,97.0,71,2021-05-01,2,5
9602,84,95.8,54,2021-05-01,3,5
9603,104,98.4,83,2021-05-01,2,5
9604,111,98.8,81,2021-05-01,1,4
9605,86,95.7,63,2021-05-01,3,5
9606,78,96.3,101,2021-05-01,2,5
9607,86,96.8,46,2021-05-01,2,5
9608,109,98.9,87,2021-05-01,1,3
9609,87,97.2,55,2021-05-01,1,5
9610,89,96.4,84,2021-05-01,2,5
9611,91,95.0,82,2021-05-10,2,5
9612,93,96.5,62,2021-05-10,3,5
9613,98,97.9,83,2021-05-10,2,5
9614,91,97.0,53,2021-05-10,3,5
9615,103,98.3,84,2021-05-10,1,5
9616,96,97.2,72,2021-05-10,3,4
9617,103,98.0,115,2021-05-10,1,4
9618,79,95.1,47,2021-05-10,4,4
9619,112,99.0,82,2021-05-11,2,5
9620,91,97.4,37,2021-05-11,2,5
9621,87,96.5,143,2021-05-11,1,4
9622,102,98.3,56,2021-05-11,3,5
9623,104,98.8,83,2021-05-11,1,5
9624,108,99.3,51,2021-05-11,1,5
9625,107,98.1,93,2021-05-11,3,5
9626,95,98.0,59,2021-05-11,4,4
9627,91,98.1,80,2021-05-11,2,5
9628,106,98.0,80,2021-05-11,1,5
9629,103,98.5,58,2021-05-11,2,5
9630,103,98.4,71,2021-05-11,1,5
9631,100,97.6,118,2021-05-11,1,4
9632,85,95.8,118,2021-05-11,1,5
9633,89,96.6,108,2021-05-11,5,5
9634,106,98.9,60,2021-05-11,3,5
9635,99,97.0,94,2021-05-11,2,4
9636,90,97.4,27,2021-05-11,1,5
9637,99,97.8,87,2021-05-11,1,5
9638,106,98.1,113,2021-05-11,1,5
9639,96,97.5,134,2021-05-11,2,5
9640,108,98.5,63,2021-05-11,2,5
9641,89,96.3,92,2021-05-11,1,4
9642,119,99.4,60,2021-05-11,1,5
9643,82,96.6,49,2021-05-12,2,5
9644,101,97.6,76,2021-05-12,1,5
9645,96,97.3,77,2021-05-12,1,5
9646,97,97.2,124,2021-05-12,1,5
9647,96,97.6,93,2021-05-12,2,5
9648,98,97.6,60,2021-05-12,2,5
9649,96,97.4,66,2021-05-12,1,5
9650,87,96.1,54,2021-05-12,4,5
9651,84,95.8,82,2021-05-12,3,5
9652,85,95.7,61,2021-05-12,2,5
9653,84,96.5,39,2021-05-12,2,5
9654,98,97.4,52,2021-05-12,1,5
9655,84,96.9,63,2021-05-12,1,5
9656,96,97.2,59,2021-05-12,4,5
9657,105,98.5,59,2021-05-12,1,5
9658,93,97.5,56,2021-05-12,3,5
9659,83,95.1,147,2021-05-12,2,5
9660,103,97.8,51,2021-05-12,3,5
9661,102,96.9,41,2021-05-12,3,5
9662,101,98.5,92,2021-05-12,3,4
9663,107,98.4,102,2021-05-12,1,4
9664,91,96.4,82,2021-05-12,1,5
9665,99,97.2,95,2021-05-12,3,5
9666,89,98.1,98,2021-05-12,3,5
9667,80,94.5,34,2021-05-12,2,5
9668,100,97.9,70,2021-05-12,1,5
9669,99,96.8,129,2021-05-13,1,5
9670,102,97.9,102,2021-05-13,1,4
9671,112,98.6,75,2021-05-13,2,4
9672,97,97.1,126,2021-05-13,3,5
9673,94,98.0,68,2021-05-13,1,4
9674,100,97.3,166,2021-05-13,2,4
9675,99,97.1,157,2021-05-13,1,5
9676,106,97.3,69,2021-05-13,1,5
9677,99,97.2,107,2021-05-13,1,4
9678,109,98.2,78,2021-05-13,1,5
9679,114,98.5,91,2021-05-13,1,5
9680,92,96.2,65,2021-05-13,1,5
9681,104,97.5,81,2021-05-13,1,5
9682,110,98.2,77,2021-05-13,1,5
9683,109,98.2,100,2021-05-13,1,5
9684,108,97.7,119,2021-05-13,1,5
9685,109,97.8,176,2021-05-13,3,5
9686,99,97.0,72,2021-05-13,2,5
9687,115,98.6,101,2021-05-13,1,4
9688,96,97.1,106,2021-05-13,3,5
9689,126,99.2,103,2021-05-13,1,5
9690,96,97.1,123,2021-05-13,2,4
9691,118,98.6,94,2021-05-13,1,4
9692,100,97.3,177,2021-05-13,2,3
9693,79,96.3,33,2021-05-13,2,4
9694,124,99.3,112,2021-05-13,1,5
9695,94,96.7,79,2021-05-15,2,5
9696,105,98.5,182,2021-05-15,2,4
9697,77,95.6,72,2021-05-15,1,5
9698,111,98.1,80,2021-05-15,1,5
9699,95,98.2,111,2021-05-15,2,5
9700,87,96.0,61,2021-05-15,2,5
9701,106,98.6,60,2021-05-15,1,5
9702,99,98.4,69,2021-05-15,1,5
9703,104,98.2,100,2021-05-15,1,1
9704,104,97.9,74,2021-05-15,4,5
9705,105,97.9,101,2021-05-15,2,5
9706,110,99.2,88,2021-05-15,3,4
9707,96,98.1,74,2021-05-15,2,5
9708,103,96.5,121,2021-05-15,2,5
9709,106,98.4,106,2021-05-15,2,5
9710,106,98.8,95,2021-05-15,2,3
9711,102,98.4,92,2021-05-15,3,5
9712,91,97.7,95,2021-05-15,3,5
9713,107,98.3,103,2021-05-15,2,3
9714,96,98.6,60,2021-05-15,2,5
9715,79,96.8,80,2021-05-15,2,4
9716,106,97.5,69,2021-05-15,1,5
9717,86,96.0,74,2021-05-15,4,5
9718,103,98.4,98,2021-05-15,1,5
9719,104,97.9,109,2021-05-15,2,5
9720,105,98.5,91,2021-05-15,3,4
9721,92,97.3,105,2021-05-15,2,4
9722,80,96.1,74,2021-05-15,3,5
9723,93,96.1,42,2021-05-15,4,5
9724,98,97.3,132,2021-05-15,1,5
9725,103,98.2,65,2021-05-15,1,5
9726,88,96.5,56,2021-05-15,4,5
9727,104,97.7,95,2021-05-15,2,5
9728,88,98.0,110,2021-05-15,2,4
9729,81,96.5,61,2021-05-15,4,5
9730,93,96.8,62,2021-05-15,1,5
9731,104,98.2,92,2021-05-15,1,5
9732,84,95.0,50,2021-05-15,4,5
9733,85,95.3,51,2021-05-15,1,5
9734,90,97.3,101,2021-05-15,2,5
9735,91,97.9,54,2021-05-15,2,5
9736,93,97.4,102,2021-05-15,2,5
9737,98,97.1,62,2021-05-15,3,5
9738,83,95.4,29,2021-05-15,3,4
9739,103,96.6,41,2021-05-15,2,5
9740,94,96.6,55,2021-05-15,2,5
9741,96,98.0,106,2021-05-15,1,5
9742,90,97.5,37,2021-05-15,4,5
9743,91,96.7,68,2021-05-15,1,5
